manufacturer,model,drive,cylinders,transmission,fuel
mazda,Gas sierra,rwd,8,automatic,gas
lexus,gs 300,rwd,6,automatic,gas
jeep,grand cherokee high,4wd,6,automatic,gas
mercedes-benz,benz s 550,4wd,8,automatic,gas
ford,f100 custom,rwd,8,automatic,gas
chevrolet,trax fwd 4dr lt,fwd,6,automatic,diesel
mitsubishi,endeavor,4wd,6,automatic,gas
ram,5500,4wd,6,automatic,diesel
ford,f450 4x4,4wd,8,automatic,diesel
infiniti,qx56 4x4 *84k miles* 3rd row leather navigation dvd's fully loaded heated and cooled seats moon roof,4wd,8,automatic,gas
dodge,Scion iM Hatchback 4D,fwd,6,automatic,gas
gmc,sierra deisel durmax 2500,4wd,4,automatic,diesel
kia,niro lx wagon 4d,fwd,8,automatic,gas
lexus,nx,4wd,4,automatic,hybrid
honda,civic coupe lx cvt,fwd,8,automatic,hybrid
gmc,sierra durmax 3500 denali,4wd,6,automatic,diesel
honda,accord sport,fwd,4,automatic,gas
ford,ecosport se,4wd,8,automatic,gas
bmw,1 series 128i coupe 2d,4wd,8,automatic,other
chevrolet,sonic ltz,fwd,4,automatic,gas
lexus,nx 300 f sport suv 4d,fwd,8,automatic,gas
audi,a5,fwd,6,automatic,gas
honda,pilot se,4wd,6,automatic,gas
ram,smart fortwo Passion Hatchback,rwd,4,automatic,gas
jaguar,xj-series,4wd,6,automatic,gas
bmw,m3 coupe 2d,rwd,8,automatic,gas
ford,transit 150 van,4wd,6,automatic,other
jeep,rx 350,4wd,8,automatic,gas
subaru,legacy 2.5i awd sedan,4wd,4,automatic,gas
volkswagen,passat 1.8t s,fwd,4,automatic,gas
audi,s5 prestige sedan 4d,4wd,6,automatic,other
bmw,x5 xdrive50i sport utility,4wd,8,automatic,gas
lexus,is250 convertible,4wd,4,automatic,gas
chrysler,200 touring 4dr sedan,fwd,6,automatic,gas
chevrolet,camaro ss,rwd,8,manual,gas
volkswagen,jetta 2.0l tdi value,fwd,4,automatic,diesel
ford,f250 super duty xl,fwd,6,automatic,gas
chevrolet,trax ls,fwd,4,automatic,other
jeep,Scion FR-S,rwd,4,automatic,gas
audi,q5 2.0t prem plus quattro,4wd,4,automatic,gas
buick,hummer h3,4wd,5,automatic,gas
chevrolet,Hummer H2,4wd,8,automatic,gas
ford,e250 cargo,rwd,8,automatic,other
acura,tlx 3.5l fwd w/technology,fwd,6,automatic,gas
acura,rdx technology and,fwd,6,automatic,gas
buick,enclave premium awd,4wd,6,automatic,gas
bmw,6 series,rwd,8,automatic,gas
honda,crosstour ex-l sport,4wd,4,automatic,gas
volkswagen,golf sportwagen tdi,fwd,8,automatic,diesel
infiniti,i35,fwd,6,automatic,gas
bmw,740e,fwd,4,automatic,gas
ford,focus se hatchback 4d,4wd,6,automatic,other
ford,ranger supercrew xlt pickup,4wd,8,automatic,gas
audi,s5 premium plus coupe 2d,fwd,8,automatic,other
subaru,crosstrek 2.0i limited aw,4wd,8,automatic,gas
mercury,milan,fwd,4,automatic,gas
volkswagen,atlas 3.6l v6 se,4wd,6,automatic,gas
jeep,grand cherokee overland,4wd,8,automatic,gas
chevrolet,International TerraStar,rwd,8,automatic,diesel
volvo,xc60 t5 r-design sport,fwd,6,automatic,gas
volkswagen,arteon,fwd,4,automatic,gas
bmw,1 series 135i convertible 2d,rwd,6,automatic,gas
toyota,echo,rwd,6,automatic,gas
mitsubishi,galant es,fwd,4,automatic,gas
ford,f-250 super duty king ranc,4wd,6,automatic,diesel
nissan,versa sv,fwd,4,automatic,gas
bmw,335i xdrive f30 n55,4wd,6,manual,gas
jeep,willys,rwd,6,automatic,gas
buick,enclave awd 4dr leather,4wd,6,automatic,gas
rover,discovery sport hse,4wd,4,automatic,other
mercedes-benz,e-class e 350,rwd,6,automatic,gas
hyundai,elantra gls,fwd,4,automatic,gas
mercedes-benz,forde450,rwd,8,automatic,gas
chevrolet,traverse lt2 awd,4wd,6,automatic,gas
nissan,versa sl,4wd,4,automatic,gas
mercury,mariner,4wd,6,automatic,gas
hyundai,santa fe gls,fwd,4,automatic,gas
jaguar,e-pace p300 r-dynamic se,rwd,6,automatic,other
alfa-romeo,romeo stelvio ti sport,fwd,8,automatic,gas
saturn,relay,4wd,6,automatic,gas
chevrolet,silverado durmax 3500,4wd,8,automatic,diesel
ram,pickup 3500,rwd,4,automatic,gas
acura,rlx,fwd,6,automatic,gas
volkswagen,jetta s,fwd,4,automatic,gas
volkswagen,beetle 2.0t s,fwd,8,automatic,gas
toyota,tacoma 4wd,4wd,6,automatic,gas
mercedes-benz,benz 300d,rwd,5,automatic,diesel
volkswagen,bus,rwd,4,manual,gas
toyota,lifted tundra sr5 4x4 gas,4wd,8,automatic,gas
chevrolet,Grand Caravan,fwd,6,automatic,gas
porsche,panamera 4,fwd,4,automatic,gas
mazda,tribute - i-sport,fwd,4,automatic,gas
dodge,dart aero sedan 4d,fwd,6,automatic,other
bmw,m235i,rwd,6,automatic,gas
chevrolet,spark ls,fwd,4,automatic,gas
ford,f-250 super duty lariat li,4wd,8,automatic,diesel
ford,f250 super duty lariat,rwd,6,automatic,diesel
volvo,s40 2.4i,fwd,5,automatic,gas
toyota,sienna xle limited,rwd,6,automatic,gas
ford,lifted f150 xlt fx4 4x4 gas,4wd,6,automatic,gas
jaguar,xf portfolio sport,fwd,8,automatic,gas
tesla,model s sedan 4d,rwd,4,automatic,other
ford,GMC* SIERRA,4wd,5,automatic,gas
volkswagen,rabbit,fwd,5,automatic,gas
toyota,4runner sport v8 4x4,4wd,8,automatic,gas
chevrolet,silverado 3500 ltz z71 lifted diesel fully loaded only 34k miles,4wd,8,automatic,diesel
bmw,535i 6-spd sport sedan,fwd,6,manual,gas
rover,studebaker lark,rwd,6,automatic,gas
chevrolet,740i,4wd,8,automatic,gas
bmw,3 series 328i convertible 2d,rwd,6,automatic,gas
nissan,rogue s (2017.5) sport,fwd,6,automatic,gas
gmc,envoy xuv,4wd,8,automatic,gas
jeep,wrangler unlimited willys,4wd,6,automatic,gas
honda,accord sedan sport 1.5t,fwd,4,automatic,gas
dodge,w100 pick up,4wd,8,automatic,gas
mini,cooper s countryman base,fwd,6,automatic,gas
volkswagen,jetta 1.4t s sedan 4d,fwd,8,automatic,gas
chevrolet,silverado 1500 lt 4x4,4wd,8,automatic,gas
nissan,xterra s sport utility 4d,4wd,6,automatic,gas
mazda,cx-5 touring 29k miles,fwd,4,automatic,gas
dodge,caravan,fwd,6,automatic,gas
buick,encore gx essence sport,fwd,8,automatic,other
chevrolet,caprice,rwd,8,automatic,gas
ford,f550 reg cab 12' flat bed,rwd,8,automatic,gas
nissan,altima 2.5 4dr sedan,4wd,4,automatic,gas
nissan,juke,fwd,4,automatic,gas
jeep,compass sport,fwd,4,automatic,gas
lincoln,mkc premiere,fwd,6,automatic,other
bmw,8 series,rwd,12,automatic,gas
ford,f350 xl,4wd,6,automatic,gas
volkswagen,jetta gl,fwd,4,automatic,gas
jeep,ANY,4wd,4,automatic,gas
volkswagen,golf 2.5l pzev 4dr h,4wd,8,automatic,gas
hyundai,elantra fwd gas sedan,fwd,8,automatic,gas
toyota,martrix,fwd,4,automatic,gas
chevrolet,cheyenne 2500,4wd,8,automatic,gas
mercury,comet,rwd,6,automatic,gas
toyota,tacoma sr5 v6 4dr doubl,4wd,4,automatic,gas
acura,Keep Grand Cherokee SRT8,4wd,8,automatic,gas
chevrolet,silverado hd,4wd,8,automatic,other
chrysler,200 200s sedan 4d,fwd,4,automatic,gas
jeep,liberty sport,4wd,6,automatic,gas
toyota,camry xse,fwd,8,automatic,gas
lincoln,mkz premiere hybrid,fwd,8,automatic,hybrid
lincoln,town car signature,rwd,4,automatic,other
toyota,prius c hybrid,fwd,4,automatic,gas
pontiac,montana,4wd,6,automatic,gas
bmw,3 series 328i,fwd,4,automatic,gas
ford,f350 4x4,4wd,8,automatic,gas
audi,triumph tr6,fwd,6,manual,gas
honda,odyssey touring,fwd,6,automatic,gas
lexus,gx460,4wd,8,automatic,gas
audi,a6 competition sedan 4d,fwd,6,automatic,gas
lexus,ux,fwd,6,automatic,gas
mercedes-benz,benz cls63 amg,rwd,4,automatic,gas
ford,e250 cargo van,rwd,6,automatic,gas
honda,crv-ex,fwd,4,automatic,gas
buick,rendezvous,4wd,5,automatic,gas
mercedes-benz,c 300,rwd,4,automatic,gas
dodge,challenger srt hellcat rwd,rwd,6,automatic,gas
chevrolet,750i,fwd,8,automatic,gas
ford,focus st,fwd,4,manual,gas
chevrolet,PETERBILT 337 DUMP,fwd,8,automatic,diesel
mitsubishi,galant,4wd,4,automatic,gas
mazda,mazda3 - rear camera - blind spot assist - gas sav,fwd,4,automatic,gas
cadillac,deville,fwd,6,automatic,gas
ford,f-350 diesel,4wd,8,automatic,diesel
mitsubishi,outlander sel 4x4 gas,4wd,12,automatic,gas
nissan,ALL MAKES & MODELS,4wd,6,automatic,gas
ford,Accord civic camry Corolla,fwd,6,automatic,gas
chevrolet,silverado 3500h,4wd,8,automatic,gas
kia,soul wagon 4d,fwd,8,automatic,gas
gmc,sierra 1500 slt truck leat,4wd,8,automatic,gas
toyota,camry xse sedan 4d,fwd,6,automatic,other
nissan,murano,fwd,6,automatic,gas
ford,f150 fx4 ecoboost,4wd,6,automatic,gas
jeep,renegade sport,4wd,4,automatic,gas
ram,lancer,fwd,4,automatic,diesel
toyota,tacoma trd sport,4wd,6,automatic,gas
ford,f-250 super duty crew 4x4 32k ml.1owner*new wheels 6.2l,4wd,8,automatic,other
nissan,titan crew cab sv pickup,fwd,8,automatic,gas
lincoln,navigator,4wd,8,automatic,gas
ford,Scion FR-S,rwd,4,manual,gas
audi,a4 1.8t quattro,fwd,4,automatic,gas
nissan,rogue sl awd! awd,4wd,4,automatic,gas
kia,sorento lx w/ 3rd row seating,fwd,4,automatic,gas
ford,fusion platinum sedan 4d,fwd,4,automatic,other
ford,f-350 diesel 4x4 7.3l power stroke turbo diesel crew cab dually xlt,4wd,8,automatic,diesel
gmc,sierra 3500 hd crew cab,4wd,8,automatic,other
chevrolet,impala ss,4wd,6,automatic,gas
ford,equinox lt,rwd,8,automatic,gas
nissan,armada le,rwd,8,automatic,gas
dodge,88 Suzuki Samuri,4wd,4,automatic,gas
honda,hr-v,4wd,4,automatic,gas
bmw,4 series 428i gran coupe,4wd,8,automatic,gas
audi,q7 awd premium plus,4wd,6,automatic,gas
cadillac,ats sedan 4d,rwd,8,automatic,gas
hyundai,tucson limited sport,fwd,8,automatic,gas
ford,thunderbird,rwd,8,automatic,gas
volkswagen,golf,fwd,8,automatic,gas
audi,a7 quattro,fwd,8,automatic,gas
cadillac,Scion iM Hatchback 4D,fwd,4,automatic,gas
chevrolet,captiva sport fleet,4wd,6,automatic,gas
audi,q3,fwd,4,automatic,gas
chevrolet,q50 3.0t luxe sedan 4d,rwd,8,manual,gas
hyundai,tiburon,4wd,4,manual,gas
volkswagen,jetta se pzev 4dr se,4wd,4,automatic,gas
ford,c-max,4wd,6,automatic,gas
toyota,avalon limited,fwd,6,automatic,gas
lexus,ls,fwd,4,automatic,gas
gmc,sierra 1500 long bed,rwd,6,manual,gas
toyota,4runner 4wd,4wd,6,manual,gas
chrysler,Genesis G70 2.0T Advanced Sedan,4wd,4,automatic,other
mazda,mazda3 s sport,rwd,4,automatic,gas
toyota,supra gr rwd gas coupe,rwd,8,automatic,gas
honda,odyssey ex,fwd,6,automatic,gas
gmc,savana 2500,rwd,8,automatic,gas
alfa-romeo,romeo stelvio ti sport suv,rwd,6,automatic,gas
jeep,comanche mj,4wd,6,manual,gas
jeep,grand cherokee srt8,fwd,8,automatic,gas
lexus,is250,4wd,6,automatic,gas
subaru,impreza rs,4wd,4,automatic,gas
ford,f150 lariat 4x4 1/2 ton gas,4wd,6,automatic,gas
ford,e250 econoline,rwd,8,automatic,gas
hyundai,santa fe sel 2.4,4wd,3,automatic,other
nissan,nv200 compact cargo,fwd,4,automatic,gas
audi,tt,fwd,4,automatic,gas
ford,Isuzu,fwd,4,automatic,diesel
kia,sorento ex v6,fwd,6,automatic,gas
ford,bronco ii,4wd,6,automatic,gas
chevrolet,3500,rwd,8,automatic,diesel
ford,expedition xl 4x4,4wd,4,automatic,gas
mazda,mazda6 i touring,fwd,4,automatic,gas
nissan,altima 2.5 s w/ power seat,fwd,4,automatic,gas
chevrolet,silverado 1500 work truck,4wd,8,automatic,gas
mazda,mazdaspeed3,rwd,4,manual,gas
bmw,m3 e46 convertible,rwd,6,manual,gas
pontiac,grand prix hurst ssj,rwd,8,automatic,gas
nissan,xterra se,4wd,6,automatic,gas
mazda,cx-5 touring,fwd,4,automatic,gas
buick,gs,rwd,8,manual,gas
buick,enclave avenir sport,fwd,4,automatic,other
ford,f-350sd,4wd,8,automatic,diesel
mitsubishi,outlander,fwd,6,automatic,gas
kia,sorento lx sport utility 4d,fwd,6,automatic,other
toyota,highlander limited,fwd,6,automatic,gas
hyundai,tucson limited,fwd,4,automatic,gas
mercury,sable ls premium,fwd,6,automatic,gas
chevrolet,MV-1 Van,4wd,8,automatic,gas
ford,lifted f150 xlt 4x4 1/2 ton,4wd,6,automatic,gas
subaru,wrx premium sedan 4d,fwd,4,automatic,gas
mercedes-benz,benz 400sel,rwd,8,automatic,gas
toyota,prius five,fwd,4,automatic,gas
dodge,journey sxt,fwd,6,automatic,other
lexus,lx470,4wd,8,automatic,gas
chevrolet,silverado 2500hd work,4wd,4,automatic,gas
hyundai,1998 Plymouth Voyager,fwd,6,automatic,gas
cadillac,xt6 premium luxury,fwd,6,automatic,gas
chevrolet,silverado 1500 ltz 4x4,4wd,8,automatic,gas
chevrolet,silverado lt z71,fwd,4,automatic,gas
mercedes-benz,benz s550,4wd,8,automatic,gas
kia,niro,fwd,4,automatic,gas
tesla,model s signature,rwd,6,automatic,electric
chevrolet,avalanche ltz black di,rwd,8,automatic,other
mercedes-benz,sl500 5.0l,fwd,8,automatic,gas
chevrolet,c4500,fwd,6,automatic,diesel
bmw,2 series,rwd,6,automatic,gas
infiniti,q50 s,rwd,4,automatic,gas
ram,van,4wd,8,,gas
bmw,428i,4wd,8,automatic,gas
buick,2002,fwd,6,manual,diesel
rover,evoque,4wd,4,automatic,gas
dodge,2500 big horn crew cab,4wd,8,automatic,gas
volvo,v50,fwd,5,automatic,gas
ford,c-max energi sel wagon 4d,fwd,8,automatic,hybrid
subaru,crosstrek premium,fwd,6,automatic,other
volkswagen,INTERNATIONAL 4700 DUMP,rwd,8,manual,diesel
volkswagen,beetle 1.8t fleet,fwd,8,automatic,gas
saturn,sl2,4wd,4,automatic,gas
subaru,impreza 2.0i,4wd,6,automatic,gas
jeep,grand cherokee laredo 4x4,4wd,6,automatic,gas
chevrolet,silverado 3500 high c,4wd,8,automatic,diesel
porsche,cayenne,rwd,6,automatic,gas
volkswagen,jetta sportwagen 2.0l,fwd,8,automatic,gas
tesla,model s,4wd,6,automatic,gas
ford,Isuzu NPR Box Truck,rwd,4,automatic,diesel
ford,roadster,4wd,6,automatic,gas
chevrolet,F-250 lariat,4wd,6,automatic,diesel
toyota,4runner limited,4wd,6,automatic,gas
ford,f-150 pick-up,4wd,8,automatic,gas
toyota,rav4 le,4wd,8,automatic,gas
cadillac,Scion FR-S Coupe 2D,rwd,8,automatic,gas
jeep,wrangler rubicon,4wd,6,manual,gas
honda,1987,rwd,6,automatic,gas
ford,saab 9-3 convertible,fwd,6,automatic,gas
chevrolet,trax ls sport utility,fwd,4,automatic,other
chevrolet,sonic sedan,rwd,4,automatic,gas
ford,f-250 super duty xl,4wd,8,automatic,gas
nissan,leaf sv,fwd,4,automatic,electric
dodge,charger sxt sedan 4d,rwd,6,automatic,gas
chrysler,new yorker,rwd,8,automatic,gas
ford,Scion FR-S Release Series 2.0,rwd,6,automatic,gas
bmw,z3 m roadster,rwd,6,manual,gas
buick,verano sport touring sedan,fwd,5,automatic,gas
jeep,compass latitude 4x4,rwd,6,automatic,gas
jeep,Chevorlet C10,fwd,8,manual,gas
buick,regal,fwd,8,automatic,gas
chevrolet,camaro rs,rwd,6,automatic,gas
mazda,mazda3 select,rwd,4,automatic,gas
mitsubishi,mirage,4wd,4,automatic,gas
ford,panel truck,fwd,6,automatic,gas
audi,a5 premium plus cabriolet,rwd,6,automatic,gas
honda,accord sedan,fwd,4,automatic,gas
ram,3500 longhorn 4x4,4wd,6,automatic,diesel
chevrolet,c4500 4x4,4wd,6,automatic,diesel
chevrolet,ierra 1500,4wd,8,automatic,gas
bmw,535i xdrive,fwd,4,automatic,gas
honda,shadow spirit,rwd,4,manual,gas
volvo,s80 t6,4wd,6,automatic,gas
hyundai,santa fe 2.4 ultimate,fwd,4,automatic,other
bmw,3 series 330i,rwd,8,automatic,other
volvo,Scion xD Hatchback 4D,fwd,4,automatic,other
rover,velar r-,4wd,6,automatic,gas
volvo,s60 t5 dynamic sedan 4d,4wd,8,automatic,gas
bmw,x4,4wd,6,automatic,gas
chevrolet,ssr ls,fwd,8,automatic,other
volvo,Kaiser m35,4wd,8,manual,diesel
nissan,International 4300,4wd,8,automatic,diesel
mercedes-benz,metris,fwd,8,automatic,gas
lincoln,mkx select sport utility,fwd,6,automatic,other
toyota,corolla le eco plus sedan,fwd,6,automatic,gas
volkswagen,golf sportwagen tsi,fwd,4,automatic,gas
ram,1500 tradesman standard,fwd,8,automatic,gas
honda,cr-v se sport utility 4d,rwd,8,automatic,gas
bmw,x3 28i,4wd,6,automatic,gas
jeep,1500,4wd,6,manual,gas
toyota,tundra double cab 4x4,4wd,8,automatic,gas
gmc,sierra 2500 hd,4wd,4,automatic,diesel
gmc,sierra 1500 slt 4x4 1/2 ton,4wd,6,automatic,gas
chevrolet,silverado 3500hd 4x4,4wd,8,automatic,gas
ford,crown victoria police,rwd,8,automatic,gas
ram,promaster 1500,rwd,6,automatic,gas
ram,plymouth prowler,rwd,6,automatic,gas
ford,Grand Caravan,fwd,6,automatic,gas
mercedes-benz,r350 4matic,4wd,6,automatic,diesel
mercedes-benz,benz c280 4matic,4wd,6,automatic,gas
jeep,wrangler all new rubicon,4wd,4,automatic,other
chevrolet,avalanche 1500 ltz,4wd,8,automatic,gas
mitsubishi,mirage g4,fwd,3,,gas
lincoln,mkz select sedan 4d,fwd,4,automatic,gas
ford,HONDA* FIT*,fwd,6,automatic,gas
chevrolet,Genesis G70 3.3T Dynamic Edition,rwd,6,automatic,gas
ford,hino 338,fwd,6,automatic,diesel
dodge,ra,4wd,8,automatic,gas
chevrolet,suburban ltz 4wd,4wd,8,automatic,gas
ram,2500 diesel truck american,4wd,6,automatic,diesel
volvo,xc70 awd,4wd,6,automatic,gas
chevrolet,suburban ltz sport ut,4wd,4,automatic,gas
mercedes-benz,Janesville,rwd,4,automatic,gas
porsche,boxster,fwd,8,manual,gas
jaguar,xf,rwd,6,automatic,gas
ram,1500 sport crew cab lwb 4wd,4wd,6,automatic,gas
rover,series 2a,4wd,4,manual,gas
lincoln,navigator select sport,4wd,6,automatic,gas
pontiac,ai Sonata,fwd,4,automatic,gas
infiniti,g g37 sport coupe 2d,rwd,6,manual,gas
subaru,forester awd 2.5 limited,4wd,4,automatic,gas
toyota,tundra crewmax platinum,fwd,8,automatic,gas
mercedes-benz,benz e400 cabriolet,rwd,6,automatic,gas
mazda,mvp,fwd,6,automatic,gas
cadillac,ct6 3.6 luxury sedan 4d,fwd,8,automatic,other
ford,f 150 stx,4wd,8,automatic,gas
bmw,x3 3.0i,4wd,6,manual,gas
toyota,matrix,4wd,4,automatic,gas
cadillac,ct5 luxury sedan 4d,rwd,8,automatic,gas
gmc,yukon xl denali!,4wd,8,automatic,gas
toyota,M-Class. ML 350 Sport Utility 4D,fwd,8,automatic,gas
toyota,prius four hatchback 4d,fwd,6,automatic,hybrid
bmw,x1 xdrive28i sports activit,4wd,4,automatic,gas
kia,journey sxt,fwd,6,automatic,other
gmc,suzuki vitara,4wd,4,manual,gas
nissan,rogue sl awd,4wd,4,automatic,gas
toyota,land cruiser prado,4wd,4,automatic,diesel
rover,lr4 hse luxury,4wd,6,automatic,gas
lincoln,amc javelin,rwd,8,manual,gas
chevrolet,w4500 crew cab,rwd,8,automatic,gas
nissan,kicks sr,fwd,8,automatic,other
toyota,4runner limited 1-califonia owner*highway miles*all services done @dealer since new w/records*no rust*moon roof*cooled seats*heated seats*limited*jbl sound system*tow pkg,4wd,6,automatic,gas
rover,cherokee,fwd,6,automatic,gas
ford,f150 xlt 4x4,4wd,8,automatic,gas
dodge,durango gt awd navigation heated leather moon roof 3 row,4wd,6,automatic,gas
audi,a8 l tdi sedan 4d,4wd,6,automatic,gas
audi,q5 2.0t premium,4wd,4,automatic,gas
gmc,canyon sle crew cab short b,4wd,6,automatic,gas
chevrolet,trax lt,fwd,6,automatic,other
cadillac,ats luxury,4wd,4,automatic,gas
mini,clubman,fwd,8,automatic,gas
ford,f150 supercrew cab xl,fwd,6,automatic,gas
mercedes-benz,s 550,rwd,8,automatic,gas
jaguar,xf s sedan 4d,4wd,6,automatic,gas
ford,super duty f-350 srw 4wd la,4wd,8,automatic,diesel
toyota,rav4 sport utility 4d,4wd,4,automatic,gas
jeep,HUMMER H3,4wd,6,automatic,gas
chevrolet,equinox lt awd,4wd,6,automatic,gas
tesla,model x,rwd,6,manual,electric
honda,cr-v lx,fwd,4,automatic,gas
cadillac,ct5 premium luxury,rwd,8,automatic,other
mercedes-benz,FREIGHTLINER THOMAS,4wd,6,automatic,diesel
honda,accord cpe,fwd,4,automatic,gas
ford,thunderbird sc,rwd,8,automatic,gas
ram,pickup 1500 laramie longhorn,4wd,8,automatic,gas
datsun,240z,fwd,8,manual,gas
toyota,camry xle sedan 4d,fwd,4,automatic,gas
bmw,328i convertible,rwd,6,manual,gas
mini,hardtop 4 door cooper,fwd,6,automatic,gas
chevrolet,camaro 2ss,rwd,8,automatic,gas
ford,excursion eddie bauer,4wd,8,automatic,diesel
mercury,mystique,fwd,4,automatic,gas
jeep,grand cherokee limited 4d,4wd,4,automatic,gas
hyundai,sante fe sel,4wd,4,automatic,gas
mercury,mariner hybrid,fwd,4,automatic,hybrid
ford,transit 250,rwd,6,automatic,gas
gmc,acadia denali,fwd,6,automatic,gas
nissan,titan xd,fwd,6,automatic,diesel
lexus,is 250 f sport,rwd,6,automatic,gas
gmc,acadia slt-2,fwd,6,automatic,gas
buick,regal premium ii sedan 4d,fwd,8,automatic,gas
volvo,xc90 t6 all services up to date,4wd,4,automatic,gas
toyota,4runner limited sport,rwd,6,automatic,other
chevrolet,tilt master w3500,fwd,4,automatic,diesel
bmw,suzuki grand vitara,4wd,6,automatic,gas
bmw,530i,fwd,4,automatic,gas
lexus,rx 300 luxury suv,4wd,6,automatic,gas
jeep,wrangler tj,4wd,4,manual,gas
volkswagen,AM General Hummer H1,4wd,8,automatic,diesel
acura,rdx sh-awd technology pkg,fwd,6,automatic,gas
jeep,cj-5,4wd,8,,gas
alfa-romeo,romeo stelvio awd,4wd,4,automatic,gas
lexus,rx400h awd hybrid,4wd,6,automatic,hybrid
honda,pilot ex-l,4wd,6,automatic,gas
ford,f350 lariat 4x4 diesel,4wd,8,automatic,diesel
gmc,sierra 3500hd,4wd,8,automatic,diesel
chevrolet,CITC,rwd,4,automatic,electric
ford,and freightliner,rwd,6,automatic,diesel
gmc,Genesis G70 3.3T Advanced Sedan,rwd,6,automatic,gas
chevrolet,4 door 4-dr 4door 4dr,4wd,8,automatic,gas
gmc,sierra diesel durmax 3500,4wd,8,automatic,diesel
ford,transit connect xlt,4wd,8,automatic,gas
toyota,matric,4wd,4,automatic,gas
nissan,240sx se,rwd,4,automatic,gas
infiniti,mazda3,fwd,4,manual,gas
chevrolet,Rolls Royce Silver Seraph,rwd,12,automatic,gas
subaru,Scion iQ,fwd,4,automatic,gas
ford,escape titanium sport,4wd,8,automatic,gas
bmw,1999 svt mustang cobra,rwd,8,manual,gas
bmw,x3 xdrive28i awdsuv,4wd,4,automatic,gas
chevrolet,"silverado 1500 4wd crew cab 143.5"" ltz w/1lz",4wd,8,automatic,diesel
ford,f-750,4wd,8,automatic,diesel
volkswagen,golf sportwagen tsi s,rwd,8,automatic,other
audi,allroad quattro,4wd,8,automatic,gas
chrysler,300 sedan 4d,rwd,6,automatic,gas
chrysler,300 s,fwd,8,automatic,gas
gmc,safari,rwd,6,automatic,gas
chrysler,300-series,4wd,6,automatic,gas
cadillac,xts luxury sedan 4d,fwd,6,automatic,gas
honda,cr-v ex,fwd,4,automatic,gas
nissan,350z coupe,4wd,6,automatic,gas
cadillac,eldorado esc,fwd,8,automatic,gas
ford,f-800,4wd,4,automatic,diesel
nissan,pickup,4wd,8,manual,gas
chevrolet,f150 lariat,fwd,8,automatic,gas
ford,explorer sport trac xls,fwd,6,automatic,gas
cadillac,xt4,4wd,4,automatic,gas
dodge,durango gt awd gas suv,4wd,6,automatic,gas
honda,oddyssey,4wd,8,automatic,gas
toyota,prius ii,fwd,4,automatic,hybrid
chevrolet,camaro ss convertible,rwd,4,automatic,other
volkswagen,thing,rwd,4,manual,gas
rover,range evoque p250 se,4wd,4,automatic,gas
chevrolet,silverado lt crew cab 4x4,4wd,8,automatic,gas
bmw,z4,rwd,4,automatic,gas
chevrolet,silverado 2500hd high,4wd,8,automatic,diesel
ford,f-150 platinum crew cab 4x4,fwd,6,automatic,gas
dodge,journey se sport utility,fwd,6,automatic,other
ford,f-250 superduty lifted stx 8ft 6.7l diesel,4wd,8,automatic,other
subaru,crosstrek 2.0i limited,4wd,6,automatic,other
lexus,gx 470 4wd,4wd,8,automatic,gas
chevrolet,c30,4wd,6,automatic,gas
gmc,sierra 1500 denali,4wd,8,automatic,gas
honda,element ex 4wd,4wd,4,automatic,gas
toyota,tundra 4wd truck,4wd,8,automatic,gas
ford,cts,rwd,6,automatic,diesel
nissan,versa 1.6,fwd,4,automatic,gas
